entity_h3_id,,,,,,,,,,,,,,,,DN0000,DN0001,DN1000,DN1100,4020,4050,DN1140,4070,4080,DN1200,2200,DN1300,6000,6100,6200,6210,DN1400,DN1410,7000,7020,7060,7070,DN1420,7100,DN1500,1270,1600,DN1510,2300,2340,DN1530,1250,1360,DN1600,6510,6520,6530,6540,DN2000,DN2020,DN2200,1220,1330,1390,6620,DN2210,1240,DN2220,1460,1470,DN2230,1020,DN2300,1230,1280,1300,1340,DN2310,1290,1350,1430,DN2320,1310,1320,DN2400,4220,4530,4540,4550,DN2410,4230,4290,6600,DN2420,4260,4400,DN2500,4110,4210,4240,4300,4350,4500,4510,4520,DN2600,1380,4100,4270
entity_h3_long_desc,,,,,,,,,,,,,,,,S+B Group,Continuing Operations,Production,DEW,4020 - DEW Härterei Technik GmbH (DE),4050 - dhi Rohstoffmanagement GmbH (DE),DEW 4000,4070 - DEW Speciality Steel GmbH & Co. KG (DE),4080 - DEW Sales GmbH & Co. KG (DE),Swiss Steel,2200 - Swiss Steel AG (CH),Ugitech,6000 - Ugitech S.A. (FR),6100 - Sprint Metal Edelstahlziehereien GmbH (DE),6200 - Ugitech Italia S.r.l (IT),6210 - Ugitech TFA S.r.l. (IT),Finkl Steel,Finkl,7000 - Finkl Steel - Chicago (US),7020 - Finkl Steel - Houston| LLC (US),7060 - Finkl De Mexico S de R.L. de C.V. (MX),7070 - Composite Forgings LLC (US),Sorel,7100 - Finkl Steel - Sorel (CA),Steeltec,1270 - Steeltec Celik A.S. (TR),1600 - Steeltec GmbH (DE),Steeltec TK,2300 - Steeltec AG (CH),2340 - Ugitech Suisse S.A. (CH),Scandinavia,1250 - Steeltec A/S (DK),1360 - Steeltec Boxholm AB (SE),Ascometal,6510 - Ascometal Hagondange S.A.S. (FR),6520 - Ascometal Les Dunes S.A.S. (FR),6530 - Ascometal Custines - Le Marais S.A.S. (FR),6540 - Ascometal Fos-sur-Mer S.A.S. (FR),Sales & Services,Sales & Services International,Western Europe,1220 - S+B Iberica S.A. (ES),1330 - S+B UK Ltd. (UK),1390 - S+B Portugal S.A. (PT),6620 - Ascometal Iberica S.L. (ES),Sales & Services France,1240 - S+B France S.A.S. (FR),S&S Italy,1460 - S+B Italia S.r.l. (IT),1470 - S+B Acciai Speciali S.r.l. (IT),Sales & Services Germany,1020 - S+B Deutschland GmbH (DE),Central and Eastern Europe,1230 - S+B Polska Sp.z o.o. (PL),1280 - S+B Romania SRL (RO),1300 - S+B Magyarország Kft. Budapest (HU),1340 - S+B Oy (FI),S&S Baltic,1290 - S+B Baltic OÜ (EE),1350 - S+B Baltic UAB (LT),1430 - S+B Baltic SIA (LV),S&S Czeck & Slovakia,1310 - S+B s.r.o. (CZ),1320 - S+B Slovakia s.r.o. (SK),Americas,4220 - S+B do Brasil Indústria e Comércio de Acos Ltda. (BR),4530 - S+B Chile SpA (CL),4540 - S+B Argentina SAU (AR),4550 S+B Colombia S.A.S. (CO),S&S North America,4230 - S+B Canada Inc. (CA),4290 - S+B USA Inc. (US),6600 - Ascometal North America Inc. (US),S&S Mexico,4260 - S+B Mexico S.A. de C.V. (MX),4400 - Alta Tecnologia en Tratamientos S.A. de C.V. (MX),Asia - Pacific,4110 - S+B India Pvt. Ltd. (IN),4210 - S+B Australia Pty. Ltd. (AU),4240 - S+B Singapore Pte. Ltd. (SG),4300 - S-B Hong Kong Co. Ltd. (HK),4350 - Shanghai Xinzhen Precision Metalwork Co. Ltd.(CN),4500 - Schmolz Bickenbach Japan Co. Ltd. (JP),4510 - Schmolz-Bickenbach (Thailand) Ltd. (TH),4520 - Schmolz+Bickenbach Taiwan Ltd. (TW),Rest of the world,1380 - S+B Russia OOO (RU),4100 - S+B Middle East FZCO (AE),4270 - S+B South Africa (Pty.) Ltd. (ZA)
31202020,Sales deductions - Commissions,N,2,19,DE,Germany,N,3,322,P1101,US billets,N,1,124,True,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,DE,Germany,N,3,322,P1102,US semis,N,1,129,True,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,DE,Germany,N,3,322,P1103,US bars forged,N,1,134,True,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,DE,Germany,N,3,322,P1104,US bars rolled,N,1,139,True,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,DE,Germany,N,3,322,P1105,US wire rod,N,1,144,True,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,DE,Germany,N,3,322,P1106,US bright bars,N,1,149,True,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,DE,Germany,N,3,322,P1107,US bright wire,N,1,154,True,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,DE,Germany,N,3,322,P1111,US blocks forged and processed,N,1,174,True,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,DE,Germany,N,3,322,PSTASTE,Stainless Steel,Y,3,232,True,170808.11999999988,170808.11999999988,170808.11999999988,170808.11999999988,,,170808.11999999988,341616.23999999976,,,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,DE,Germany,N,3,322,P5100,SS ingots,N,2,233,True,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,DE,Germany,N,3,322,P5101,SS billets,N,2,238,True,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,DE,Germany,N,3,322,P5102,SS semis,N,2,243,True,-3.492459654808044e-10,-3.492459654808044e-10,-3.492459654808044e-10,-3.492459654808044e-10,,,-3.492459654808044e-10,-6.984919309616088e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,DE,Germany,N,3,322,P5103,SS bars forged,N,2,248,True,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,DE,Germany,N,3,322,P5104,SS bars rolled,N,2,253,True,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,DE,Germany,N,3,322,P5105,SS wire rod,N,2,258,True,316060.19999999995,316060.19999999995,316060.19999999995,316060.19999999995,,,316060.19999999995,632120.3999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,DE,Germany,N,3,322,P5106,SS bright bars,N,2,263,True,2754.8400000000843,2754.8400000000843,2754.8400000000843,2754.8400000000843,,,2754.8400000000843,5509.680000000169,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,DE,Germany,N,3,322,P5107,SS bright wire,N,2,268,True,22801.199999999997,22801.199999999997,22801.199999999997,22801.199999999997,,,22801.199999999997,45602.399999999994,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,DE,Germany,N,3,322,PTOOSTE,Tool Steel,Y,3,302,True,3.3219293982256204e-10,3.3219293982256204e-10,3.3219293982256204e-10,3.3219293982256204e-10,,,3.3219293982256204e-10,6.643858796451241e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,DE,Germany,N,3,322,P3100,TS ingots,N,2,303,True,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,DE,Germany,N,3,322,P3101,TS billets,N,2,308,True,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,DE,Germany,N,3,322,P3102,TS semis,N,2,313,True,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,DE,Germany,N,3,322,P3103,TS bars forged,N,2,318,True,-3.274180926382536e-11,-3.274180926382536e-11,-3.274180926382536e-11,-3.274180926382536e-11,,,-3.274180926382536e-11,-6.548361852765072e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,DE,Germany,N,3,322,P3104,TS bars rolled,N,2,323,True,6.984919309616088e-10,6.984919309616088e-10,6.984919309616088e-10,6.984919309616088e-10,,,6.984919309616088e-10,1.3969838619232176e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,DE,Germany,N,3,322,P3105,TS wire rod,N,2,328,True,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,DE,Germany,N,3,322,P3106,TS bright bars,N,2,333,True,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,DE,Germany,N,3,322,P3107,TS bright wire,N,2,338,True,-1.364242052659392e-12,-1.364242052659392e-12,-1.364242052659392e-12,-1.364242052659392e-12,,,-1.364242052659392e-12,-2.728484105318784e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,DE,Germany,N,3,322,P3110,TS sheets/ plates rolled,N,2,343,True,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,DE,Germany,N,3,322,P3111,TS blocks forged and processed,N,2,348,True,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,DE,Germany,N,3,322,PNONE,no product,N,4,356,True,256625.8568904,256625.8568904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256625.8568904,256625.8568904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256625.8568904,513251.7137808,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,FR,France,N,3,327,PTOT,Total,Y,5,0,True,-13906296.24,-13906296.24,-13906296.24,-1.3096723705530195e-10,,,-1.3096723705530195e-10,-2.619344741106039e-10,,0.0,0.0,0.0,,,0.0,,0.0,,,,,,0.0,0.0,,,,,,,,,,-13906296.24,-9693755.82,-9361732.14,-3910186.26,-18753214.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,FR,France,N,3,327,PALL,All Products,Y,4,1,True,-13906296.24,-13906296.24,-13906296.24,-1.3096723705530195e-10,,,-1.3096723705530195e-10,-2.619344741106039e-10,,0.0,0.0,0.0,,,0.0,,0.0,,,,,,0.0,0.0,,,,,,,,,,-13906296.24,-9693755.82,-9361732.14,-3910186.26,-18753214.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,FR,France,N,3,327,PENGSTE,Engineering Steel,Y,3,2,True,-13906296.24,-13906296.24,-13906296.24,-8.73114913702014e-11,,,-8.73114913702014e-11,-1.746229827404028e-10,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,-13906296.24,-9693755.82,-9361732.14,-3910186.26,-18753214.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,FR,France,N,3,327,PASTE,Alloyed steel,Y,2,3,True,-13906296.24,-13906296.24,-13906296.24,-8.73114913702014e-11,,,-8.73114913702014e-11,-1.746229827404028e-10,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,-13906296.24,-9693755.82,-9361732.14,-3910186.26,-18753214.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,FR,France,N,3,327,P4100,AS ingots,N,1,4,True,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,FR,France,N,3,327,P4101,AS billets,N,1,9,True,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,FR,France,N,3,327,P4102,AS semis,N,1,14,True,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,FR,France,N,3,327,P4103,AS bars forged,N,1,19,True,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,FR,France,N,3,327,P4104,AS bars rolled,N,1,24,True,1675811.52,1675811.52,1675811.52,-8.73114913702014e-11,,,-8.73114913702014e-11,-1.746229827404028e-10,,,,,,,,,,,,,,,,,,,,,,,,,,1675811.52,3157212.24,850403.1600000001,1019819.1600000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,FR,France,N,3,327,P4105,AS wire rod,N,1,29,True,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,FR,France,N,3,327,P4106,AS bright bars,N,1,34,True,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,FR,France,N,3,327,P4111,AS blocks forged and processed,N,1,59,True,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,FR,France,N,3,327,P4900,AS others,N,1,69,True,-15582107.76,-15582107.76,-15582107.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15582107.76,-12850968.060000002,-10212135.299999999,-4930005.42,-18753214.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,FR,France,N,3,327,PFSTE,Free cutting steel,Y,2,73,True,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,FR,France,N,3,327,P2100,FS ingots,N,1,74,True,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,FR,France,N,3,327,P2104,FS bars rolled,N,1,84,True,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,FR,France,N,3,327,PUSTE,Unalloyed steel,Y,2,118,True,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,FR,France,N,3,327,P1100,US ingots,N,1,119,True,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,FR,France,N,3,327,P1101,US billets,N,1,124,True,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,FR,France,N,3,327,P1102,US semis,N,1,129,True,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,FR,France,N,3,327,P1104,US bars rolled,N,1,139,True,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,FR,France,N,3,327,P1105,US wire rod,N,1,144,True,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,FR,France,N,3,327,P1106,US bright bars,N,1,149,True,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,FR,France,N,3,327,PSTASTE,Stainless Steel,Y,3,232,True,-4.365574568510054e-11,-4.365574568510054e-11,-4.365574568510054e-11,-4.365574568510054e-11,,,-4.365574568510054e-11,-8.731149137020108e-11,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,FR,France,N,3,327,P5100,SS ingots,N,2,233,True,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,FR,France,N,3,327,P5101,SS billets,N,2,238,True,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,FR,France,N,3,327,P5102,SS semis,N,2,243,True,-8.185452315956352e-11,-8.185452315956352e-11,-8.185452315956352e-11,-8.185452315956352e-11,,,-8.185452315956352e-11,-1.6370904631912703e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,FR,France,N,3,327,P5103,SS bars forged,N,2,248,True,-5.456968210637568e-12,-5.456968210637568e-12,-5.456968210637568e-12,-5.456968210637568e-12,,,-5.456968210637568e-12,-1.0913936421275136e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,FR,France,N,3,327,P5104,SS bars rolled,N,2,253,True,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,FR,France,N,3,327,P5105,SS wire rod,N,2,258,True,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,FR,France,N,3,327,P5106,SS bright bars,N,2,263,True,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,FR,France,N,3,327,P5107,SS bright wire,N,2,268,True,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,FR,France,N,3,327,P5111,SS blocks forged and processed,N,2,288,True,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,FR,France,N,3,327,PTOOSTE,Tool Steel,Y,3,302,True,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,FR,France,N,3,327,P3100,TS ingots,N,2,303,True,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,FR,France,N,3,327,P3101,TS billets,N,2,308,True,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,FR,France,N,3,327,P3102,TS semis,N,2,313,True,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,FR,France,N,3,327,P3103,TS bars forged,N,2,318,True,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,FR,France,N,3,327,P3104,TS bars rolled,N,2,323,True,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,FR,France,N,3,327,P3105,TS wire rod,N,2,328,True,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
