entity_h3_id,,,,,,,,,,,,,,,,DN0000,DN0001,DN1000,DN1100,4020,4050,DN1140,4070,4080,DN1200,2200,DN1300,6000,6100,6200,6210,DN1400,DN1410,7000,7020,7060,7070,DN1420,7100,DN1500,1270,1600,DN1510,2300,2340,DN1530,1250,1360,DN1600,6510,6520,6530,6540,DN2000,DN2020,DN2200,1220,1330,1390,6620,DN2210,1240,DN2220,1460,1470,DN2230,1020,DN2300,1230,1280,1300,1340,DN2310,1290,1350,1430,DN2320,1310,1320,DN2400,4220,4530,4540,4550,DN2410,4230,4290,6600,DN2420,4260,4400,DN2500,4110,4210,4240,4300,4350,4500,4510,4520,DN2600,1380,4100,4270
entity_h3_long_desc,,,,,,,,,,,,,,,,S+B Group,Continuing Operations,Production,DEW,4020 - DEW Härterei Technik GmbH (DE),4050 - dhi Rohstoffmanagement GmbH (DE),DEW 4000,4070 - DEW Speciality Steel GmbH & Co. KG (DE),4080 - DEW Sales GmbH & Co. KG (DE),Swiss Steel,2200 - Swiss Steel AG (CH),Ugitech,6000 - Ugitech S.A. (FR),6100 - Sprint Metal Edelstahlziehereien GmbH (DE),6200 - Ugitech Italia S.r.l (IT),6210 - Ugitech TFA S.r.l. (IT),Finkl Steel,Finkl,7000 - Finkl Steel - Chicago (US),7020 - Finkl Steel - Houston| LLC (US),7060 - Finkl De Mexico S de R.L. de C.V. (MX),7070 - Composite Forgings LLC (US),Sorel,7100 - Finkl Steel - Sorel (CA),Steeltec,1270 - Steeltec Celik A.S. (TR),1600 - Steeltec GmbH (DE),Steeltec TK,2300 - Steeltec AG (CH),2340 - Ugitech Suisse S.A. (CH),Scandinavia,1250 - Steeltec A/S (DK),1360 - Steeltec Boxholm AB (SE),Ascometal,6510 - Ascometal Hagondange S.A.S. (FR),6520 - Ascometal Les Dunes S.A.S. (FR),6530 - Ascometal Custines - Le Marais S.A.S. (FR),6540 - Ascometal Fos-sur-Mer S.A.S. (FR),Sales & Services,Sales & Services International,Western Europe,1220 - S+B Iberica S.A. (ES),1330 - S+B UK Ltd. (UK),1390 - S+B Portugal S.A. (PT),6620 - Ascometal Iberica S.L. (ES),Sales & Services France,1240 - S+B France S.A.S. (FR),S&S Italy,1460 - S+B Italia S.r.l. (IT),1470 - S+B Acciai Speciali S.r.l. (IT),Sales & Services Germany,1020 - S+B Deutschland GmbH (DE),Central and Eastern Europe,1230 - S+B Polska Sp.z o.o. (PL),1280 - S+B Romania SRL (RO),1300 - S+B Magyarország Kft. Budapest (HU),1340 - S+B Oy (FI),S&S Baltic,1290 - S+B Baltic OÜ (EE),1350 - S+B Baltic UAB (LT),1430 - S+B Baltic SIA (LV),S&S Czeck & Slovakia,1310 - S+B s.r.o. (CZ),1320 - S+B Slovakia s.r.o. (SK),Americas,4220 - S+B do Brasil Indústria e Comércio de Acos Ltda. (BR),4530 - S+B Chile SpA (CL),4540 - S+B Argentina SAU (AR),4550 S+B Colombia S.A.S. (CO),S&S North America,4230 - S+B Canada Inc. (CA),4290 - S+B USA Inc. (US),6600 - Ascometal North America Inc. (US),S&S Mexico,4260 - S+B Mexico S.A. de C.V. (MX),4400 - Alta Tecnologia en Tratamientos S.A. de C.V. (MX),Asia - Pacific,4110 - S+B India Pvt. Ltd. (IN),4210 - S+B Australia Pty. Ltd. (AU),4240 - S+B Singapore Pte. Ltd. (SG),4300 - S-B Hong Kong Co. Ltd. (HK),4350 - Shanghai Xinzhen Precision Metalwork Co. Ltd.(CN),4500 - Schmolz Bickenbach Japan Co. Ltd. (JP),4510 - Schmolz-Bickenbach (Thailand) Ltd. (TH),4520 - Schmolz+Bickenbach Taiwan Ltd. (TW),Rest of the world,1380 - S+B Russia OOO (RU),4100 - S+B Middle East FZCO (AE),4270 - S+B South Africa (Pty.) Ltd. (ZA)
31202020,Sales deductions - Commissions,N,2,19,FR,France,N,3,327,P3106,TS bright bars,N,2,333,True,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,FR,France,N,3,327,P3110,TS sheets/ plates rolled,N,2,343,True,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,FR,France,N,3,327,P3111,TS blocks forged and processed,N,2,348,True,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,IT,Italy,N,3,332,PTOT,Total,Y,5,0,True,4541915.0156112,4541915.0156112,4541915.0156112,183093.47999999986,,,183093.47999999986,366186.95999999973,,98043.93561120001,294131.80683360004,65691.72,,,101571.12,95504.04000000001,0.0,,,,,,0.0,0.0,0.0,,,0.0,0.0,,0.0,,0.0,4195085.880000001,2257944.12,1366312.8599999999,509779.62,8451221.040000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,IT,Italy,N,3,332,PALL,All Products,Y,4,1,True,4541915.0156112,4541915.0156112,4541915.0156112,183093.47999999986,,,183093.47999999986,366186.95999999973,,98043.93561120001,294131.80683360004,65691.72,,,101571.12,95504.04000000001,0.0,,,,,,0.0,0.0,0.0,,,0.0,0.0,,0.0,,0.0,4195085.880000001,2257944.12,1366312.8599999999,509779.62,8451221.040000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,IT,Italy,N,3,332,PENGSTE,Engineering Steel,Y,3,2,True,4371369.9356112,4371369.9356112,4371369.9356112,78240.11999999988,,,78240.11999999988,156480.23999999976,,98043.93561120001,294131.80683360004,,,,,,,,,,,,,,0.0,,,0.0,0.0,,0.0,,0.0,4195085.880000001,2257944.12,1366312.8599999999,509779.62,8451221.040000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,IT,Italy,N,3,332,PASTE,Alloyed steel,Y,2,3,True,4265977.8120408,4265977.8120408,4265977.8120408,34641.59999999988,,,34641.59999999988,69283.19999999976,,36250.3320408,108750.9961224,,,,,,,,,,,,,,,,,,,,,,,4195085.880000001,2257944.12,1366312.8599999999,509779.62,8451221.040000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,IT,Italy,N,3,332,P4102,AS semis,N,1,14,True,130331.22,130331.22,130331.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130331.22,,390993.66000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,IT,Italy,N,3,332,P4103,AS bars forged,N,1,19,True,778.5,778.5,778.5,778.5,,,778.5,1557.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,IT,Italy,N,3,332,P4104,AS bars rolled,N,1,24,True,1276748.58,1276748.58,1276748.58,29067.599999999882,,,29067.599999999882,58135.199999999764,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1247680.98,2257944.12,975319.2000000001,509779.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,IT,Italy,N,3,332,P4105,AS wire rod,N,1,29,True,2503.56,2503.56,2503.56,2503.56,,,2503.56,5007.12,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,IT,Italy,N,3,332,P4106,AS bright bars,N,1,34,True,2291.94,2291.94,2291.94,2291.94,,,2291.94,4583.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,IT,Italy,N,3,332,P4900,AS others,N,1,69,True,2853324.0120408,2853324.0120408,2853324.0120408,,,,,,,36250.3320408,108750.9961224,,,,,,,,,,,,,,,,,,,,,,,2817073.68,,,,8451221.040000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,IT,Italy,N,3,332,PFSTE,Free cutting steel,Y,2,73,True,18265.5262182,18265.5262182,18265.5262182,,,,,,,18265.5262182,54796.5786546,,,,,,,,,,,,,,0.0,,,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,IT,Italy,N,3,332,P2101,FS billets,N,1,79,True,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,IT,Italy,N,3,332,P2104,FS bars rolled,N,1,84,True,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,IT,Italy,N,3,332,P2105,FS wire rod,N,1,89,True,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,IT,Italy,N,3,332,P2106,FS bright bars,N,1,94,True,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,IT,Italy,N,3,332,P2112,FS ETG,N,1,104,True,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,IT,Italy,N,3,332,P2900,FS others,N,1,114,True,18265.5262182,18265.5262182,18265.5262182,,,,,,,18265.5262182,54796.5786546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,IT,Italy,N,3,332,PUSTE,Unalloyed steel,Y,2,118,True,87126.5973522,87126.5973522,87126.5973522,43598.520000000004,,,43598.520000000004,87197.04000000001,,43528.077352199994,130584.23205659998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,IT,Italy,N,3,332,P1104,US bars rolled,N,1,139,True,43598.520000000004,43598.520000000004,43598.520000000004,43598.520000000004,,,43598.520000000004,87197.04000000001,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,IT,Italy,N,3,332,P1105,US wire rod,N,1,144,True,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,IT,Italy,N,3,332,P1900,US others,N,1,184,True,43528.077352199994,43528.077352199994,43528.077352199994,,,,,,,43528.077352199994,130584.23205659998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,IT,Italy,N,3,332,PSTASTE,Stainless Steel,Y,3,232,True,90085.98000000001,90085.98000000001,90085.98000000001,24394.260000000017,,,24394.260000000017,48788.52000000003,,,,65691.72,,,101571.12,95504.04000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,IT,Italy,N,3,332,P5101,SS billets,N,2,238,True,2452.32,2452.32,2452.32,2452.32,,,2452.32,4904.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,IT,Italy,N,3,332,P5103,SS bars forged,N,2,248,True,1670.16,1670.16,1670.16,1670.16,,,1670.16,3340.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,IT,Italy,N,3,332,P5104,SS bars rolled,N,2,253,True,30381.0,30381.0,30381.0,30381.0,,,30381.0,60762.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,IT,Italy,N,3,332,P5105,SS wire rod,N,2,258,True,11079.960000000025,11079.960000000025,11079.960000000025,11079.960000000025,,,11079.960000000025,22159.92000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,IT,Italy,N,3,332,P5106,SS bright bars,N,2,263,True,70442.40000000001,70442.40000000001,70442.40000000001,2728.320000000012,,,2728.320000000012,5456.640000000024,,,,67714.08,,,203142.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,IT,Italy,N,3,332,P5107,SS bright wire,N,2,268,True,64141.08,64141.08,64141.08,471.72,,,471.72,943.44,,,,63669.36,,,,191008.08000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,IT,Italy,N,3,332,P5900,SS others,N,2,298,True,5.04,5.04,5.04,5.04,,,5.04,10.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,IT,Italy,N,3,332,PTOOSTE,Tool Steel,Y,3,302,True,80459.09999999995,80459.09999999995,80459.09999999995,80459.09999999995,,,80459.09999999995,160918.1999999999,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,IT,Italy,N,3,332,P3103,TS bars forged,N,2,318,True,70400.52,70400.52,70400.52,70400.52,,,70400.52,140801.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,IT,Italy,N,3,332,P3104,TS bars rolled,N,2,323,True,20436.6,20436.6,20436.6,20436.6,,,20436.6,40873.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,IT,Italy,N,3,332,P3105,TS wire rod,N,2,328,True,2294.52,2294.52,2294.52,2294.52,,,2294.52,4589.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,IT,Italy,N,3,332,P3106,TS bright bars,N,2,333,True,115.19999999999989,115.19999999999989,115.19999999999989,115.19999999999989,,,115.19999999999989,230.39999999999978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,IT,Italy,N,3,332,P3110,TS sheets/ plates rolled,N,2,343,True,9628.43999999994,9628.43999999994,9628.43999999994,9628.43999999994,,,9628.43999999994,19256.87999999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,IT,Italy,N,3,332,P3111,TS blocks forged and processed,N,2,348,True,58042.92,58042.92,58042.92,58042.92,,,58042.92,116085.84,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,CNONE,no country,N,4,336,PTOT,Total,Y,5,0,True,3649088.399999999,3649088.399999999,3649088.399999999,,,,,,,,,3649088.399999999,10425751.679999998,521513.52,,,,,,,,,,,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,CNONE,no country,N,4,336,PALL,All Products,Y,4,1,True,3649088.399999999,3649088.399999999,3649088.399999999,,,,,,,,,3649088.399999999,10425751.679999998,521513.52,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,CNONE,no country,N,4,336,PSTASTE,Stainless Steel,Y,3,232,True,3649088.399999999,3649088.399999999,3649088.399999999,,,,,,,,,3649088.399999999,10425751.679999998,521513.52,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,CNONE,no country,N,4,336,P5101,SS billets,N,2,238,True,0.0,0.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,CNONE,no country,N,4,336,P5102,SS semis,N,2,243,True,5.820766091346736e-11,5.820766091346736e-11,5.820766091346736e-11,,,,,,,,,5.820766091346736e-11,1.746229827404021e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,CNONE,no country,N,4,336,P5104,SS bars rolled,N,2,253,True,0.0,0.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,CNONE,no country,N,4,336,P5105,SS wire rod,N,2,258,True,-1.86264514923096e-09,-1.86264514923096e-09,-1.86264514923096e-09,,,,,,,,,-1.86264514923096e-09,-5.587935447692879e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,CNONE,no country,N,4,336,P5106,SS bright bars,N,2,263,True,6950501.12,6950501.12,6950501.12,,,,,,,,,6950501.12,20851503.36,,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,CNONE,no country,N,4,336,P5107,SS bright wire,N,2,268,True,347675.68000000034,347675.68000000034,347675.68000000034,,,,,,,,,347675.68000000034,1.0477378964424144e-09,1043027.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,CNONE,no country,N,4,336,P5900,SS others,N,2,298,True,0.0,0.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202020,Sales deductions - Commissions,N,2,19,CNONE,no country,N,4,336,PNONE,no product,N,4,356,True,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202028,Sales deductions - Commissions IC Plug Acc,N,2,22,CTOT,Total,Y,5,0,PTOT,Total,Y,5,0,True,-51187.097227394435,-51187.097227394435,28149359.068832807,7010219.740000004,,,7010219.740000004,38197166.28,-24176726.799999993,1226660.3800316001,3679981.1400948004,12337479.219999999,34148907.95999999,-2345522.04,3884839.8599999994,1324211.88,282558.9597908,,,,,,282558.9597908,565117.9195816,183586.26901040005,-506494.0868724,388706.22,249794.2233792001,591789.6545008002,-92201.2077424,-26945.332078000007,1844.686517199996,-55735.35067320001,7108854.5,5788436.1,5235943.32,2922803.82,7379380.26,-28200546.166060198,-28200546.166060198,-23397838.7923634,-446196.04,-1541974.5554067998,-209236.68,-1152452.88,-4722566.72466,-4722566.72466,-5695056.9399999995,-4158316.9,-1536740.04,-11305285.05,-11305285.05,-1599045.9250743997,-1303628.6601388,-938966.7538384,-144668.1161748,-214825.32,-54784.899999999994,,-54784.899999999994,,-243216.59999839996,-175752.41999839997,-67464.18000000001,-445063.2685266,-264548.2646908,-3832.819454,-11087.187933199999,-52084.4868648,-234104.0118822,-5390.5961688,-228713.4157134,,-45182.877173,-45182.877173,,-2723090.388179,-289614.03477759997,-10862.4828104,-864582.3075020001,-2725192.6379372,,-487849.4037984,-240397.5756028,-827682.3339296,-35507.79191679999,-18179.639997199996,-32831.9838056,-20003.9600308
31202028,Sales deductions - Commissions IC Plug Acc,N,2,22,CTOT,Total,Y,5,0,PALL,All Products,Y,4,1,True,28149359.068832807,28149359.068832807,28149359.068832807,7010219.740000004,,,7010219.740000004,38197166.28,-24176726.799999993,1226660.3800316001,3679981.1400948004,12337479.219999999,34148907.95999999,-2345522.04,3884839.8599999994,1324211.88,282558.9597908,,,,,,282558.9597908,565117.9195816,183586.26901040005,-506494.0868724,388706.22,249794.2233792001,591789.6545008002,-92201.2077424,-26945.332078000007,1844.686517199996,-55735.35067320001,7108854.5,5788436.1,5235943.32,2922803.82,7379380.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202028,Sales deductions - Commissions IC Plug Acc,N,2,22,CTOT,Total,Y,5,0,PENGSTE,Engineering Steel,Y,3,2,True,11333838.871059798,11333838.871059798,11333838.871059798,2720453.1399999983,,,2720453.1399999983,13147098.479999997,-7706192.2,1226660.3800316001,3679981.1400948004,,,,,,,,,,,,,,277870.85102820006,-359175.12265679997,388706.22,295894.8272504001,591789.6545008002,,-27867.675336600005,,-55735.35067320001,7108854.5,5788436.1,5235943.32,2922803.82,7379380.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202028,Sales deductions - Commissions IC Plug Acc,N,2,22,CTOT,Total,Y,5,0,PASTE,Alloyed steel,Y,2,3,True,9682576.793459998,9682576.793459998,9682576.793459998,2239907.639999999,,,2239907.639999999,11084243.999999998,-6604428.72,453539.69434560003,1360619.0830368001,,,,,,,,,,,,,,-119725.0408856,-359175.12265679997,,,,,,,,7108854.5,5788436.1,5235943.32,2922803.82,7379380.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202028,Sales deductions - Commissions IC Plug Acc,N,2,22,CTOT,Total,Y,5,0,P4100,AS ingots,N,1,4,True,0.0,0.0,0.0,0.0,,,0.0,211945.52,-211945.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202028,Sales deductions - Commissions IC Plug Acc,N,2,22,CTOT,Total,Y,5,0,P4101,AS billets,N,1,9,True,189502.57999999996,189502.57999999996,189502.57999999996,189502.57999999996,,,189502.57999999996,913365.6,-534360.4400000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202028,Sales deductions - Commissions IC Plug Acc,N,2,22,CTOT,Total,Y,5,0,P4102,AS semis,N,1,14,True,85665.66000000003,85665.66000000003,85665.66000000003,85665.66000000003,,,85665.66000000003,664126.68,-492795.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202028,Sales deductions - Commissions IC Plug Acc,N,2,22,CTOT,Total,Y,5,0,P4103,AS bars forged,N,1,19,True,29133.47999999998,29133.47999999998,29133.47999999998,29133.47999999998,,,29133.47999999998,285535.95999999996,-227269.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202028,Sales deductions - Commissions IC Plug Acc,N,2,22,CTOT,Total,Y,5,0,P4104,AS bars rolled,N,1,24,True,1312216.7460321998,1312216.7460321998,1312216.7460321998,1238014.3399999999,,,1238014.3399999999,5604381.039999999,-3128352.3599999994,193927.4469178,581782.3407534,,,,,,,,,,,,,,-119725.0408856,-359175.12265679997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202028,Sales deductions - Commissions IC Plug Acc,N,2,22,CTOT,Total,Y,5,0,P4105,AS wire rod,N,1,29,True,369365.44742780004,369365.44742780004,369365.44742780004,109753.20000000001,,,109753.20000000001,813172.2000000001,-593665.8,259612.24742780003,778836.7422834001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
